date,index,open,close,low,high,volume,week,companies,range_open,range_close,range_low,range_high,range_volume
2010-02-17,14523.5,45.38365564102564,45.43852749145301,44.95991638034185,45.78782236538465,6683756.41025641,2,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-02-18,14991.5,45.36662593376069,45.74085674358977,45.09254463034184,45.959553284188004,6313288.247863248,3,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(4764258.012, 6382579.603]"
2010-02-19,15459.5,45.58352743162392,45.88675424572647,45.338527615384535,46.1974806923077,6471008.333333333,4,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-02-22,15927.5,46.04013004914527,45.81230964957264,45.46893359615381,46.32030109829067,6248052.35042735,0,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(4764258.012, 6382579.603]"
2010-02-23,16395.5,45.694852393162414,45.25651889743587,44.98057894658121,45.99412604059832,7074686.538461538,1,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-02-24,16863.5,45.38833522863241,45.61884799572651,45.026091747863234,45.91480961538459,6839495.299145299,2,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-02-25,17331.5,45.067822455128194,45.61517295085467,44.6053863931624,45.75897626068376,7659181.623931624,3,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-02-26,17799.5,45.66735236538466,45.729446638888945,45.222822418803425,46.072523485042744,7275160.47008547,4,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-01,18267.5,45.92203178418803,46.37350615170939,45.64861297222223,46.63130549358972,6566520.299145299,0,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-02,18735.5,46.52250194230773,46.600557446581156,46.18777965811966,47.03209610470088,7274123.076923077,1,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-03,19203.5,46.68051491025642,46.60034379487174,46.28874126923079,47.11130545726493,6496982.478632479,2,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-04,19671.5,46.67087801495724,46.74147643376072,46.24154048076922,47.078613339743576,6101048.076923077,3,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(4764258.012, 6382579.603]"
2010-03-05,20139.5,46.998463613247885,47.45489530341879,46.75401916452993,47.6369891559829,6823907.905982906,4,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-08,20607.5,47.46677555128203,47.46393364957268,47.10286540170941,47.83438232478636,5768783.333333333,0,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(4764258.012, 6382579.603]"
2010-03-09,21075.5,47.28478837606839,47.484403707265,47.012373743589734,47.896262564102564,7515693.162393162,1,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-10,21543.5,47.51222425213677,47.77263023717944,47.196006202991434,48.085087508547005,7302533.547008547,2,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-11,22011.5,47.6189550982906,47.94959627350427,47.25448916239317,48.12515179487179,6521859.188034188,3,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-12,22479.5,48.147844004273495,47.98132700427351,47.601946626068326,48.41134806837605,6753586.752136752,4,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-15,22947.5,47.831818333333295,47.870963585470086,47.292608925213706,48.1878440363248,6454367.948717949,0,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-16,23415.5,47.973570512820515,48.25893368162392,47.65038670299144,48.46577126068379,6960181.196581197,1,468,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-17,23883.5,48.41446799358977,48.572694269230844,48.09429691452993,48.95384826068373,7101717.521367521,2,468,"(43.32, 48.633]","(48.46, 53.804]","(47.739, 53.067]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-18,24351.5,48.54354920940173,48.48502338034186,48.06147645512822,48.919809732905975,6694588.247863248,3,468,"(43.32, 48.633]","(48.46, 53.804]","(47.739, 53.067]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-19,24819.5,48.297865249999944,48.18664723290594,47.81534378418803,48.90457479059827,9189260.042735042,4,468,"(43.32, 48.633]","(43.115, 48.46]","(47.739, 53.067]","(43.873000000000005, 49.227]","(8000901.194, 9619222.785]"
2010-03-22,25287.5,47.89147655128203,48.49891223290598,47.63818589316244,48.772801042735104,6383250.0,0,468,"(43.32, 48.633]","(48.46, 53.804]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-23,25755.5,48.567502106837594,48.74683944230773,48.07948922222225,48.99190394230767,6654935.042735043,1,468,"(43.32, 48.633]","(48.46, 53.804]","(47.739, 53.067]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-24,26223.5,48.574211294871766,48.489425083333316,48.117971946581235,48.997331111111066,6813750.854700855,2,468,"(43.32, 48.633]","(48.46, 53.804]","(47.739, 53.067]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-25,26691.5,48.802331179487176,48.36468146153851,48.1679935363248,49.30487382692301,8124058.760683761,3,468,"(48.633, 53.945]","(43.115, 48.46]","(47.739, 53.067]","(49.227, 54.579]","(8000901.194, 9619222.785]"
2010-03-26,27159.5,48.51190363461541,48.37228835256412,47.98711744444444,48.92042944017095,6739114.743589744,4,468,"(43.32, 48.633]","(43.115, 48.46]","(47.739, 53.067]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-03-29,27627.5,48.55589940170939,48.72718160042737,48.245151410256454,49.0175875106838,5821728.846153846,0,468,"(43.32, 48.633]","(48.46, 53.804]","(47.739, 53.067]","(43.873000000000005, 49.227]","(4764258.012, 6382579.603]"
2010-03-30,28095.5,48.800151463675164,48.81374145940169,48.39686097649579,49.17698914102561,5871942.094017094,1,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(43.873000000000005, 49.227]","(4764258.012, 6382579.603]"
2010-03-31,28563.5,48.667053202991426,48.65282264102568,48.31555745085472,49.09179687606846,6703952.991452991,2,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-04-01,29031.5,48.93299364102562,49.04461760256409,48.54000200427352,49.419852500000005,6277705.982905983,3,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(4764258.012, 6382579.603]"
2010-04-05,29499.5,49.211134653846145,49.52275847863244,48.88705339957266,49.812074747863186,5617826.282051282,0,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(4764258.012, 6382579.603]"
2010-04-06,29967.5,49.34506615598294,49.640408183760684,49.047886568376086,49.91647643376067,6075006.623931624,1,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(4764258.012, 6382579.603]"
2010-04-07,30435.5,49.56850630128206,49.30466016880343,48.946647350427305,49.91671150000005,7410921.367521368,2,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(6382579.603, 8000901.194]"
2010-04-08,30903.5,49.15692508333337,49.46688231623932,48.749275388888876,49.706113072649586,6756567.735042735,3,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(6382579.603, 8000901.194]"
2010-04-09,31371.5,49.57818583760685,49.830813897435924,49.19513015170939,50.04829279273503,5733370.94017094,4,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(4764258.012, 6382579.603]"
2010-04-12,31839.5,49.8891045320513,49.907373824786276,49.550664438034175,50.27419029273504,5462469.444444444,0,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(4764258.012, 6382579.603]"
2010-04-13,32307.5,49.82502343589741,50.06921164102562,49.41440374358971,50.35662599572657,6685461.538461538,1,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(6382579.603, 8000901.194]"
2010-04-14,32775.5,50.24743820085466,50.63305789957261,49.83895512393161,50.85542948717945,8128590.384615385,2,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(8000901.194, 9619222.785]"
2010-04-15,33243.5,50.57669016239315,50.682309938034194,50.16904072649578,51.11510906410259,7706034.401709402,3,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(6382579.603, 8000901.194]"
2010-04-16,33711.5,50.37951054273507,49.75474565811965,49.34049332692304,50.77948918589744,11194598.29059829,4,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(9619222.785, 11237544.376]"
2010-04-19,34179.5,49.54367719017096,49.820514794871826,49.0391686730769,50.1813053846154,7875655.555555556,0,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(6382579.603, 8000901.194]"
2010-04-20,34647.5,50.14799356837606,50.373677072649535,49.72252330128209,50.72572844658118,7234958.547008547,1,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(6382579.603, 8000901.194]"
2010-04-21,35115.5,50.39459600641029,50.43030127350429,49.8430147820513,50.9295319444444,8716846.153846154,2,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(8000901.194, 9619222.785]"
2010-04-22,35583.5,50.09880545299146,50.91957466025641,49.612352418803475,51.179959429487155,9125652.136752136,3,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(8000901.194, 9619222.785]"
2010-04-23,36051.5,50.95587805555558,51.34574999786323,50.4531859059829,51.62931828418799,7968127.991452991,4,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(6382579.603, 8000901.194]"
2010-04-26,36519.5,51.39453178846147,51.17807878205127,50.8176516324786,51.92154061111117,7239274.358974359,0,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(6382579.603, 8000901.194]"
2010-04-27,36987.5,50.93226711538459,49.994318119658125,49.79342068803418,51.43350630769229,9834386.324786324,1,468,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(9619222.785, 11237544.376]"
2010-04-28,37456.0,50.22652630063966,50.14036431769724,49.48125996801699,50.75249663326224,8783547.547974413,2,469,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(8000901.194, 9619222.785]"
2010-04-29,37925.0,50.51347743710024,51.00021523667376,50.06398920255863,51.46784845628995,8197372.921108742,3,469,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(8000901.194, 9619222.785]"
2010-04-30,38394.0,51.00795510447768,50.07556681876327,49.85059896588483,51.462112884861355,8770906.396588486,4,469,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(8000901.194, 9619222.785]"
2010-05-03,38863.0,50.31646257782514,50.872304556503146,49.94597197228147,51.22025771428571,6902278.678038379,0,469,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(6382579.603, 8000901.194]"
2010-05-04,39332.0,50.3036052771855,49.56501252665244,49.0788931599147,50.552112782515984,9303733.475479744,1,469,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(8000901.194, 9619222.785]"
2010-05-05,39801.0,49.0246928443497,49.102773605543724,48.357208722814505,49.93040697441364,9423561.833688699,2,469,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(8000901.194, 9619222.785]"
2010-05-06,40270.0,48.866547688699335,47.59228324946696,44.332794808102314,49.587976368869946,14540840.51172708,3,469,"(48.633, 53.945]","(43.115, 48.46]","(42.411, 47.739]","(49.227, 54.579]","(14474187.558, 16092509.149]"
2010-05-07,40739.0,47.47375431982941,46.63345588699359,45.846696886993634,48.152091428571445,14577523.454157783,4,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(14474187.558, 16092509.149]"
2010-05-10,41208.0,48.48966081449891,49.01202746908321,47.89835995522387,49.449788614072475,10329417.057569297,0,469,"(43.32, 48.633]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(9619222.785, 11237544.376]"
2010-05-11,41677.0,48.400854599147145,48.81309356076761,48.071771447761186,49.544522245202586,8521571.215351813,1,469,"(43.32, 48.633]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(8000901.194, 9619222.785]"
2010-05-12,42146.0,49.03833881876331,49.629788650319824,48.6817715501066,49.88179288059703,7795329.850746268,2,469,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(6382579.603, 8000901.194]"
2010-05-13,42615.0,49.56829618550107,49.06955411300643,48.845396328358234,50.09919163539441,7342322.174840085,3,469,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(6382579.603, 8000901.194]"
2010-05-14,43084.0,48.66179277611937,48.047997603411524,47.45552415351809,48.90439423240936,9291753.731343284,4,469,"(48.633, 53.945]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(8000901.194, 9619222.785]"
2010-05-17,43553.0,48.18307220042642,48.111792848614094,47.053882275053326,48.678381373134314,8347511.300639659,0,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(8000901.194, 9619222.785]"
2010-05-18,44022.0,48.50068404264388,47.3760784307036,47.13373305330491,48.9425819040512,9273535.39445629,1,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(8000901.194, 9619222.785]"
2010-05-19,44491.0,47.12737914285712,47.03027914925372,46.20840271641794,47.769916547974425,10113627.292110873,2,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(9619222.785, 11237544.376]"
2010-05-20,44960.0,46.03648363326226,45.17818922388056,44.93850921321966,46.528040057569356,12452817.910447761,3,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(11237544.376, 12855865.967]"
2010-05-21,45429.0,44.4523684520256,45.99616373560767,44.11951115778252,46.35876508528782,12238350.533049041,4,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(11237544.376, 12855865.967]"
2010-05-24,45898.0,45.955950650319835,45.51906351599146,45.27825334328359,46.535929294243054,7563710.447761194,0,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-05-25,46367.0,44.46000167803842,45.57949010021317,43.89989510447762,45.70155823027719,10731041.791044775,1,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(9619222.785, 11237544.376]"
2010-05-26,46836.0,46.01469249893395,45.503605174840075,45.22567335181236,46.70599329850745,10125438.80597015,2,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(9619222.785, 11237544.376]"
2010-05-27,47305.0,46.38496967377398,47.105033820895514,45.96548149466949,47.228829123667325,8196070.78891258,3,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(8000901.194, 9619222.785]"
2010-05-28,47774.0,46.95275237953091,46.41786961407249,46.06360520255865,47.300449486140735,7577097.441364606,4,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-06-01,48243.0,46.04827480810236,45.508637202558596,45.33386110234542,46.80236859914714,7778371.428571428,1,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-06-02,48712.0,45.80716598294242,46.77597196588485,45.36450066950963,46.839084852878464,7714782.302771855,2,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-06-03,49181.0,46.94337062260133,47.06908488699357,46.35298679530914,47.51812566098081,7220750.319829424,3,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-06-04,49650.0,46.18450085927508,45.30633449680172,45.0744792835821,46.760406980810274,9300989.765458422,4,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(8000901.194, 9619222.785]"
2010-06-07,50119.0,45.4702577057569,44.58944719402991,44.42027896588484,45.92810409381659,8337475.692963753,0,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(8000901.194, 9619222.785]"
2010-06-08,50588.0,44.573647748400816,44.83624905117268,43.76961791897651,45.17364772921112,9508052.025586354,1,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(8000901.194, 9619222.785]"
2010-06-09,51057.0,45.056419646055424,44.643605138592726,44.372880213219595,45.82904240085289,8609275.479744136,2,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(8000901.194, 9619222.785]"
2010-06-10,51526.0,45.366526304904035,46.08317881236672,45.051750223880546,46.251686170575695,7852782.089552239,3,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-06-11,51995.0,45.603114716417906,46.40258163752665,45.363690503198356,46.561089081023454,6362261.194029851,4,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(4764258.012, 6382579.603]"
2010-06-14,52464.0,46.69959674626867,46.33360528144989,46.10279489552239,47.20609987420043,6655163.539445629,0,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-06-15,52933.0,46.644671392324085,47.428850360341094,46.355716023454185,47.546334469083135,7145392.1108742,1,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-06-16,53402.0,47.11842396375273,47.42177145842215,46.82123852452023,47.826377085287874,6764478.038379531,2,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-06-17,53871.0,47.59804026012791,47.46993769722816,46.841814068230285,47.886760829424276,6571872.2814498935,3,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
2010-06-18,54340.0,47.55027897867797,47.50328530703624,47.09853060341153,47.91008705756929,7259122.601279317,4,469,"(43.32, 48.633]","(43.115, 48.46]","(42.411, 47.739]","(43.873000000000005, 49.227]","(6382579.603, 8000901.194]"
